text,entities
"""nôn mửa kèm theo viêm họng từ 2 tuần""","""[{""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""viêm họng"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 26}, {""text"": ""viêm họng"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 26}, {""text"": ""2 tuần"", ""label"": ""DURATION"", ""start"": 30, ""end"": 36}]"""
"""Trẻ em 60 năm tuổi bị sốt cao 140/90 mmHg cần giảm đau""","""[{""text"": ""60 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""sốt cao"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 29}, {""text"": ""140/90 mmHg"", ""label"": ""MEASUREMENT"", ""start"": 30, ""end"": 41}, {""text"": ""giảm đau"", ""label"": ""INDICATION"", ""start"": 46, ""end"": 54}]"""
"""Ông ấy 70 tháng tuổi bị mụn trứng cá""","""[{""text"": ""70 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""mụn trứng cá"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 36}]"""
"""Thuốc thuốc hạ áp 250mg mỗi sáng trước ăn""","""[{""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 17}, {""text"": ""250mg"", ""label"": ""DOSAGE"", ""start"": 18, ""end"": 23}, {""text"": ""mỗi sáng"", ""label"": ""FREQUENCY"", ""start"": 24, ""end"": 32}, {""text"": ""trước ăn"", ""label"": ""TIMING"", ""start"": 33, ""end"": 41}]"""
"""Bị buồn nôn từ từ sáng đến giờ""","""[{""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""từ sáng đến giờ"", ""label"": ""DURATION"", ""start"": 15, ""end"": 30}]"""
"""Trẻ em 30 tháng tuổi bị đau tim 39 độ C cần hạ sốt""","""[{""text"": ""30 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 31}, {""text"": ""39 độ C"", ""label"": ""MEASUREMENT"", ""start"": 32, ""end"": 39}, {""text"": ""hạ sốt"", ""label"": ""INDICATION"", ""start"": 44, ""end"": 50}]"""
"""Ông ấy 25 năm tuổi bị bệnh tim bẩm sinh cần cấp cứu""","""[{""text"": ""25 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""bệnh tim bẩm sinh"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 39}, {""text"": ""cấp cứu"", ""label"": ""URGENCY"", ""start"": 44, ""end"": 51}]"""
"""Bị đau tim từ từ hôm qua""","""[{""text"": ""đau tim"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 14, ""end"": 24}]"""
"""Bị tiêu chảy ở mũi từ 1 tuần""","""[{""text"": ""tiêu chảy"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 12}, {""text"": ""mũi"", ""label"": ""BODY_PART"", ""start"": 15, ""end"": 18}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 22, ""end"": 28}]"""
"""Ông ấy 30 năm tuổi bị loãng xương""","""[{""text"": ""30 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""loãng xương"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 33}]"""
"""Thuốc simvastatin 1/2 viên 3 lần/ngày trước khi ngủ""","""[{""text"": ""simvastatin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 17}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 18, ""end"": 26}, {""text"": ""3 lần/ngày"", ""label"": ""FREQUENCY"", ""start"": 27, ""end"": 37}, {""text"": ""trước khi ngủ"", ""label"": ""TIMING"", ""start"": 38, ""end"": 51}]"""
"""Bị phù chân từ 5 ngày""","""[{""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 15, ""end"": 21}]"""
"""Ông ấy 65 năm tuổi bị migraine""","""[{""text"": ""65 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""migraine"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 30}]"""
"""Uống prednisone 2 viên để dị ứng""","""[{""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""2 viên"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 22}, {""text"": ""dị ứng"", ""label"": ""INDICATION"", ""start"": 26, ""end"": 32}]"""
"""Trẻ em 3 tuổi bị đau lưng mãn tính 200 mg/dl cần giảm cholesterol""","""[{""text"": ""3 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 13}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 34}, {""text"": ""200 mg/dl"", ""label"": ""MEASUREMENT"", ""start"": 35, ""end"": 44}, {""text"": ""giảm cholesterol"", ""label"": ""INDICATION"", ""start"": 49, ""end"": 65}]"""
"""Bệnh nhân 20 năm tuổi bị viêm da cơ địa cần dùng thuốc giảm đau""","""[{""text"": ""20 năm tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 21}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 25, ""end"": 39}, {""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 49, ""end"": 63}]"""
"""Uống insulin 1/2 viên để kiểm soát đường huyết""","""[{""text"": ""insulin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 12}, {""text"": ""1/2 viên"", ""label"": ""DOSAGE"", ""start"": 13, ""end"": 21}, {""text"": ""kiểm soát đường huyết"", ""label"": ""INDICATION"", ""start"": 25, ""end"": 46}]"""
"""Bị phù nề từ 5 ngày""","""[{""text"": ""phù nề"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 9}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 13, ""end"": 19}]"""
"""nôn mửa kèm theo chuột rút từ từ 2 ngày nay""","""[{""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 26}, {""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 26}, {""text"": ""từ 2 ngày nay"", ""label"": ""DURATION"", ""start"": 30, ""end"": 43}]"""
"""Bị đau ngực từ từ sáng""","""[{""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""từ sáng"", ""label"": ""DURATION"", ""start"": 15, ""end"": 22}]"""
"""Bị đau bụng dưới từ 1 tuần nay""","""[{""text"": ""đau bụng dưới"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 16}, {""text"": ""1 tuần nay"", ""label"": ""DURATION"", ""start"": 20, ""end"": 30}]"""
"""ho có đờm kèm theo đau đầu dữ dội từ từ sáng đến giờ""","""[{""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 9}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 9}, {""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 33}, {""text"": ""đau đầu dữ dội"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 33}, {""text"": ""từ sáng đến giờ"", ""label"": ""DURATION"", ""start"": 37, ""end"": 52}]"""
"""Bà ngoại 35 năm tuổi bị đau đầu một bên ở bụng""","""[{""text"": ""35 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 20}, {""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 39}, {""text"": ""bụng"", ""label"": ""BODY_PART"", ""start"": 42, ""end"": 46}]"""
"""Ông ấy 60 năm tuổi bị động kinh""","""[{""text"": ""60 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""động kinh"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 31}]"""
"""Tôi 60 tháng tuổi bị ngứa""","""[{""text"": ""60 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 25}]"""
"""Thuốc azithromycin 2 viên 2 lần/ngày trước bữa ăn""","""[{""text"": ""azithromycin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 18}, {""text"": ""2 viên"", ""label"": ""DOSAGE"", ""start"": 19, ""end"": 25}, {""text"": ""2 lần/ngày"", ""label"": ""FREQUENCY"", ""start"": 26, ""end"": 36}, {""text"": ""trước bữa ăn"", ""label"": ""TIMING"", ""start"": 37, ""end"": 49}]"""
"""Tôi 1 tháng tuổi bị ngứa""","""[{""text"": ""1 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 16}, {""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 20, ""end"": 24}]"""
"""Dùng tramadol 3 viên hai lần một ngày""","""[{""text"": ""tramadol"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 13}, {""text"": ""3 viên"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 20}, {""text"": ""hai lần một ngày"", ""label"": ""FREQUENCY"", ""start"": 21, ""end"": 37}]"""
"""Ông ấy 35 năm tuổi bị viêm dạ dày cần cấp cứu""","""[{""text"": ""35 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""viêm dạ dày"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 33}, {""text"": ""cấp cứu"", ""label"": ""URGENCY"", ""start"": 38, ""end"": 45}]"""
"""Ông ấy 18 tháng tuổi bị viêm da cơ địa""","""[{""text"": ""18 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 38}]"""
"""Cô ấy bị buồn nôn với sulfa và gabapentin""","""[{""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 27}, {""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 27}, {""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 31, ""end"": 41}, {""text"": ""gabapentin"", ""label"": ""MEDICATION"", ""start"": 31, ""end"": 41}]"""
"""Cô ấy bị khàn tiếng với amlodipine và penicillin""","""[{""text"": ""khàn tiếng"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 19}, {""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 24, ""end"": 34}, {""text"": ""amlodipine"", ""label"": ""MEDICATION"", ""start"": 24, ""end"": 34}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 38, ""end"": 48}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 38, ""end"": 48}]"""
"""Bị chuột rút từ 2 ngày""","""[{""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 12}, {""text"": ""2 ngày"", ""label"": ""DURATION"", ""start"": 16, ""end"": 22}]"""
"""Bị ho khan từ 5 ngày""","""[{""text"": ""ho khan"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 14, ""end"": 20}]"""
"""Uống prednisone 1 ống để chống nôn""","""[{""text"": ""prednisone"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 15}, {""text"": ""1 ống"", ""label"": ""DOSAGE"", ""start"": 16, ""end"": 21}, {""text"": ""chống nôn"", ""label"": ""INDICATION"", ""start"": 25, ""end"": 34}]"""
"""Sử dụng thuốc giảm đau 1 ống buổi sáng""","""[{""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 22}, {""text"": ""1 ống"", ""label"": ""DOSAGE"", ""start"": 23, ""end"": 28}, {""text"": ""buổi sáng"", ""label"": ""TIMING"", ""start"": 29, ""end"": 38}]"""
"""Uống thuốc hạ áp 20mg để an thần""","""[{""text"": ""thuốc hạ áp"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 16}, {""text"": ""20mg"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 21}, {""text"": ""an thần"", ""label"": ""INDICATION"", ""start"": 25, ""end"": 32}]"""
"""Bị đau ngực ở thận từ 1 tuần nay""","""[{""text"": ""đau ngực"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""thận"", ""label"": ""BODY_PART"", ""start"": 14, ""end"": 18}, {""text"": ""1 tuần nay"", ""label"": ""DURATION"", ""start"": 22, ""end"": 32}]"""
"""Thuốc penicillin 2 viên mỗi tối trước ăn""","""[{""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 16}, {""text"": ""2 viên"", ""label"": ""DOSAGE"", ""start"": 17, ""end"": 23}, {""text"": ""mỗi tối"", ""label"": ""FREQUENCY"", ""start"": 24, ""end"": 31}, {""text"": ""trước ăn"", ""label"": ""TIMING"", ""start"": 32, ""end"": 40}]"""
"""Cô ấy 15 tháng tuổi bị tăng huyết áp cấp tính""","""[{""text"": ""15 tháng tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 19}, {""text"": ""tăng huyết áp"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 36}, {""text"": ""cấp tính"", ""label"": ""SEVERITY"", ""start"": 37, ""end"": 45}]"""
"""Uống tramadol 1 ống để giảm cholesterol""","""[{""text"": ""tramadol"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 13}, {""text"": ""1 ống"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 19}, {""text"": ""giảm cholesterol"", ""label"": ""INDICATION"", ""start"": 23, ""end"": 39}]"""
"""Bị ngứa ở da từ từ sáng""","""[{""text"": ""ngứa"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 7}, {""text"": ""da"", ""label"": ""BODY_PART"", ""start"": 10, ""end"": 12}, {""text"": ""từ sáng"", ""label"": ""DURATION"", ""start"": 16, ""end"": 23}]"""
"""Cô ấy 25 năm tuổi bị viêm phổi mãn tính""","""[{""text"": ""25 năm tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 17}, {""text"": ""viêm phổi"", ""label"": ""DISEASE"", ""start"": 21, ""end"": 30}, {""text"": ""mãn tính"", ""label"": ""SEVERITY"", ""start"": 31, ""end"": 39}]"""
"""Bệnh nhân 85 tháng tuổi bị viêm gan cần dùng atorvastatin""","""[{""text"": ""85 tháng tuổi"", ""label"": ""AGE"", ""start"": 10, ""end"": 23}, {""text"": ""viêm gan"", ""label"": ""DISEASE"", ""start"": 27, ""end"": 35}, {""text"": ""atorvastatin"", ""label"": ""MEDICATION"", ""start"": 45, ""end"": 57}]"""
"""Chị ấy 45 năm tuổi có thai 6 tháng bị chuột rút""","""[{""text"": ""45 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""có thai 6 tháng"", ""label"": ""CONDITION"", ""start"": 19, ""end"": 34}, {""text"": ""chuột rút"", ""label"": ""SYMPTOM"", ""start"": 38, ""end"": 47}]"""
"""Cô ấy bị phù chân với amoxicillin và sulfa""","""[{""text"": ""phù chân"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""amoxicillin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 33}, {""text"": ""amoxicillin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 33}, {""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 37, ""end"": 42}, {""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 37, ""end"": 42}]"""
"""Bị choáng váng ở mắt từ 3 ngày""","""[{""text"": ""choáng váng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 14}, {""text"": ""mắt"", ""label"": ""BODY_PART"", ""start"": 17, ""end"": 20}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 24, ""end"": 30}]"""
"""Chị ấy 50 tuổi có thai 6 tháng bị buồn nôn""","""[{""text"": ""50 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""có thai 6 tháng"", ""label"": ""CONDITION"", ""start"": 15, ""end"": 30}, {""text"": ""buồn nôn"", ""label"": ""SYMPTOM"", ""start"": 34, ""end"": 42}]"""
"""Tôi 2 tháng tuổi bị run tay""","""[{""text"": ""2 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 16}, {""text"": ""run tay"", ""label"": ""SYMPTOM"", ""start"": 20, ""end"": 27}]"""
"""Sử dụng paracetamol 10mg trước khi ngủ""","""[{""text"": ""paracetamol"", ""label"": ""MEDICATION"", ""start"": 8, ""end"": 19}, {""text"": ""10mg"", ""label"": ""DOSAGE"", ""start"": 20, ""end"": 24}, {""text"": ""trước khi ngủ"", ""label"": ""TIMING"", ""start"": 25, ""end"": 38}]"""
"""Tôi 5 năm tuổi bị tê bì""","""[{""text"": ""5 năm tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 14}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 23}]"""
"""Bị nôn mửa ở da từ từ hôm qua""","""[{""text"": ""nôn mửa"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""da"", ""label"": ""BODY_PART"", ""start"": 13, ""end"": 15}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 19, ""end"": 29}]"""
"""Thuốc thuốc giảm đau 50mg khi cần thiết sau ăn""","""[{""text"": ""thuốc giảm đau"", ""label"": ""MEDICATION"", ""start"": 6, ""end"": 20}, {""text"": ""50mg"", ""label"": ""DOSAGE"", ""start"": 21, ""end"": 25}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 26, ""end"": 39}, {""text"": ""sau ăn"", ""label"": ""TIMING"", ""start"": 40, ""end"": 46}]"""
"""Con tôi 25 tuổi bị ho có đờm và khó thở về đêm""","""[{""text"": ""25 tuổi"", ""label"": ""AGE"", ""start"": 8, ""end"": 15}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 28}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 19, ""end"": 28}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 32, ""end"": 46}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 32, ""end"": 46}]"""
"""Chị ấy 28 tháng tuổi suy gan bị chán ăn""","""[{""text"": ""28 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 21, ""end"": 28}, {""text"": ""chán ăn"", ""label"": ""SYMPTOM"", ""start"": 32, ""end"": 39}]"""
"""Cô ấy 12 tháng tuổi bị đột quỵ não nặng""","""[{""text"": ""12 tháng tuổi"", ""label"": ""AGE"", ""start"": 6, ""end"": 19}, {""text"": ""đột quỵ não"", ""label"": ""DISEASE"", ""start"": 23, ""end"": 34}, {""text"": ""nặng"", ""label"": ""SEVERITY"", ""start"": 35, ""end"": 39}]"""
"""Dùng tramadol 2 viên khi cần thiết""","""[{""text"": ""tramadol"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 13}, {""text"": ""2 viên"", ""label"": ""DOSAGE"", ""start"": 14, ""end"": 20}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 21, ""end"": 34}]"""
"""Bị khàn tiếng từ 5 ngày""","""[{""text"": ""khàn tiếng"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 13}, {""text"": ""5 ngày"", ""label"": ""DURATION"", ""start"": 17, ""end"": 23}]"""
"""Ông ấy 45 năm tuổi bị viêm da cơ địa""","""[{""text"": ""45 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""viêm da cơ địa"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 36}]"""
"""Bị đau đầu một bên ở thận từ từ hôm qua""","""[{""text"": ""đau đầu một bên"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 18}, {""text"": ""thận"", ""label"": ""BODY_PART"", ""start"": 21, ""end"": 25}, {""text"": ""từ hôm qua"", ""label"": ""DURATION"", ""start"": 29, ""end"": 39}]"""
"""Cô ấy bị đau lưng với penicillin và sulfa""","""[{""text"": ""đau lưng"", ""label"": ""SYMPTOM"", ""start"": 9, ""end"": 17}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 32}, {""text"": ""penicillin"", ""label"": ""MEDICATION"", ""start"": 22, ""end"": 32}, {""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 41}, {""text"": ""sulfa"", ""label"": ""MEDICATION"", ""start"": 36, ""end"": 41}]"""
"""Ông ấy 65 năm tuổi bị tiểu đường type 2""","""[{""text"": ""65 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""tiểu đường type 2"", ""label"": ""DISEASE"", ""start"": 22, ""end"": 39}]"""
"""Trẻ em 18 năm tuổi bị dị ứng 180 mg/dl cần giảm đau""","""[{""text"": ""18 năm tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 18}, {""text"": ""dị ứng"", ""label"": ""SYMPTOM"", ""start"": 22, ""end"": 28}, {""text"": ""180 mg/dl"", ""label"": ""MEASUREMENT"", ""start"": 29, ""end"": 38}, {""text"": ""giảm đau"", ""label"": ""INDICATION"", ""start"": 43, ""end"": 51}]"""
"""Uống insulin 15 đơn vị để an thần""","""[{""text"": ""insulin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 12}, {""text"": ""15 đơn vị"", ""label"": ""DOSAGE"", ""start"": 13, ""end"": 22}, {""text"": ""an thần"", ""label"": ""INDICATION"", ""start"": 26, ""end"": 33}]"""
"""Ông ấy 20 tháng tuổi bị viêm dạ dày""","""[{""text"": ""20 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""viêm dạ dày"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 35}]"""
"""Trẻ em 45 tuổi bị đau răng 39 độ C cần kiểm soát đường huyết""","""[{""text"": ""45 tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 14}, {""text"": ""đau răng"", ""label"": ""SYMPTOM"", ""start"": 18, ""end"": 26}, {""text"": ""39 độ C"", ""label"": ""MEASUREMENT"", ""start"": 27, ""end"": 34}, {""text"": ""kiểm soát đường huyết"", ""label"": ""INDICATION"", ""start"": 39, ""end"": 60}]"""
"""run tay kèm theo khó thở về đêm từ 1 tuần""","""[{""text"": ""run tay"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""run tay"", ""label"": ""SYMPTOM"", ""start"": 0, ""end"": 7}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 31}, {""text"": ""khó thở về đêm"", ""label"": ""SYMPTOM"", ""start"": 17, ""end"": 31}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 35, ""end"": 41}]"""
"""Bị khó thở từ 1 tuần""","""[{""text"": ""khó thở"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 10}, {""text"": ""1 tuần"", ""label"": ""DURATION"", ""start"": 14, ""end"": 20}]"""
"""Bà ngoại 35 tháng tuổi bị đau lưng mãn tính ở ngực trái""","""[{""text"": ""35 tháng tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 22}, {""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 26, ""end"": 43}, {""text"": ""ngực trái"", ""label"": ""BODY_PART"", ""start"": 46, ""end"": 55}]"""
"""Bị đau lưng mãn tính ở ngực trái từ 3 ngày""","""[{""text"": ""đau lưng mãn tính"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 20}, {""text"": ""ngực trái"", ""label"": ""BODY_PART"", ""start"": 23, ""end"": 32}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 36, ""end"": 42}]"""
"""Chị ấy 3 tháng tuổi suy gan bị tê bì""","""[{""text"": ""3 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 19}, {""text"": ""suy gan"", ""label"": ""CONDITION"", ""start"": 20, ""end"": 27}, {""text"": ""tê bì"", ""label"": ""SYMPTOM"", ""start"": 31, ""end"": 36}]"""
"""Ông ấy 80 tháng tuổi bị bệnh thận""","""[{""text"": ""80 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""bệnh thận"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 33}]"""
"""Bị rụng tóc từ 3 ngày""","""[{""text"": ""rụng tóc"", ""label"": ""SYMPTOM"", ""start"": 3, ""end"": 11}, {""text"": ""3 ngày"", ""label"": ""DURATION"", ""start"": 15, ""end"": 21}]"""
"""Bà ngoại 2 năm tuổi bị ho có đờm ở bàn chân""","""[{""text"": ""2 năm tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 19}, {""text"": ""ho có đờm"", ""label"": ""SYMPTOM"", ""start"": 23, ""end"": 32}, {""text"": ""bàn chân"", ""label"": ""BODY_PART"", ""start"": 35, ""end"": 43}]"""
"""Dùng metformin 250mg khi cần thiết""","""[{""text"": ""metformin"", ""label"": ""MEDICATION"", ""start"": 5, ""end"": 14}, {""text"": ""250mg"", ""label"": ""DOSAGE"", ""start"": 15, ""end"": 20}, {""text"": ""khi cần thiết"", ""label"": ""FREQUENCY"", ""start"": 21, ""end"": 34}]"""
"""Ông ấy 85 tháng tuổi bị alzheimer cần cấp cứu""","""[{""text"": ""85 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""alzheimer"", ""label"": ""DISEASE"", ""start"": 24, ""end"": 33}, {""text"": ""cấp cứu"", ""label"": ""URGENCY"", ""start"": 38, ""end"": 45}]"""
"""Trẻ em 55 tháng tuổi bị đau bụng 37.5 độ C cần giảm cholesterol""","""[{""text"": ""55 tháng tuổi"", ""label"": ""AGE"", ""start"": 7, ""end"": 20}, {""text"": ""đau bụng"", ""label"": ""SYMPTOM"", ""start"": 24, ""end"": 32}, {""text"": ""37.5 độ C"", ""label"": ""MEASUREMENT"", ""start"": 33, ""end"": 42}, {""text"": ""giảm cholesterol"", ""label"": ""INDICATION"", ""start"": 47, ""end"": 63}]"""
"""Tôi 12 tháng tuổi bị chảy nước mũi""","""[{""text"": ""12 tháng tuổi"", ""label"": ""AGE"", ""start"": 4, ""end"": 17}, {""text"": ""chảy nước mũi"", ""label"": ""SYMPTOM"", ""start"": 21, ""end"": 34}]"""
"""Bà ngoại 25 tuổi bị lo âu ở tim""","""[{""text"": ""25 tuổi"", ""label"": ""AGE"", ""start"": 9, ""end"": 16}, {""text"": ""lo âu"", ""label"": ""SYMPTOM"", ""start"": 20, ""end"": 25}, {""text"": ""tim"", ""label"": ""BODY_PART"", ""start"": 28, ""end"": 31}]"""
